6058	9	26865
6058	9	26866
6058	9	26867
6058	9	9393
6058	9	13318
6058	9	26868
6058	9	26869
6058	9	9414
6058	9	26870
6058	9	18069
6058	9	9294
6058	9	9293
6058	9	26871
6058	9	26872
6058	9	26873
6058	9	26874
6058	9	26875
6058	9	26876
6058	9	18007
6058	9	22737
6058	9	26877
6058	9	26878
6058	9	26879
6058	9	26880
6058	9	26881
6058	10	21331
6058	12	23501
6058	5	19207
6058	5	12829
6058	7	11865
6058	3	9555
6058	3	15863
6058	2	26882
6058	2	10467
6058	2	10403
6058	2	13601
6058	2	18886
6058	11	20352
6058	11	14223
6061	9	10291
6061	9	26865
6061	9	26883
6061	9	9393
6061	9	9791
6061	9	9389
6061	9	9294
6061	9	26884
6061	9	26885
6061	9	26886
6061	9	16400
6061	9	26887
6061	9	26888
6061	9	11214
6061	9	26889
6061	9	10916
6061	9	23804
6061	9	26890
6061	9	26891
6061	9	26892
6061	9	26893
6061	10	10091
6061	12	9514
6061	5	11660
6061	7	11865
6061	3	9514
6061	3	14384
6061	3	21318
6061	3	24619
6061	2	11509
6061	2	11146
6061	2	10475
6061	11	15038
6061	11	18738
6077	9	26894
6077	9	21197
6077	9	26895
6077	9	15226
6077	9	26883
6077	9	9393
6077	9	9881
6077	9	9294
6077	9	26896
6077	9	26897
6077	9	21263
6077	9	20729
6077	9	26898
6077	9	26899
6077	9	26900
6077	9	18435
6077	9	17725
6077	10	26901
6077	6	19317
6077	12	23302
6077	5	26902
6077	7	10501
6077	3	26903
6077	2	16312
6077	2	10099
6077	2	11854
6077	11	26904
6077	11	26905
6077	11	19187
6097	9	26869
6097	9	9405
6097	9	26906
6097	9	9294
6097	9	9293
6097	9	26871
6097	9	9439
6097	9	26907
6097	9	26908
6097	9	16190
6097	9	11278
6097	9	26909
6097	9	26910
6097	10	14210
6097	12	26911
6097	5	26912
6097	7	17742
6097	7	20006
6097	3	26913
6097	2	9600
6097	2	11481
6097	2	10310
6097	2	23047
6097	2	21053
6097	11	11481
6140	9	9405
6140	9	9676
6140	9	10468
6140	9	9294
6140	9	26914
6140	9	9439
6140	9	26907
6140	10	18668
6140	12	26915
6140	3	13801
6140	2	24910
6140	2	13833
6140	2	10638
6140	2	26915
6140	2	11803
