38	http://dbpedia.org/resource/Money_Train	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:Films_scored_by_Mark_Mancina
39	http://dbpedia.org/resource/Money_Train	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:1995_action_comedy_films
40	http://dbpedia.org/resource/Money_Train	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:African-American_comedy_films
41	http://dbpedia.org/resource/Money_Train	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:1995_films
42	http://dbpedia.org/resource/Money_Train	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:American_action_comedy_films
43	http://dbpedia.org/resource/Money_Train	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:American_buddy_comedy_films
44	http://dbpedia.org/resource/Money_Train	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:American_crime_comedy_films
45	http://dbpedia.org/resource/Money_Train	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:Columbia_Pictures_films
46	http://dbpedia.org/resource/Money_Train	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:Films_produced_by_Jon_Peters
47	http://dbpedia.org/resource/Money_Train	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:Kung_fu_films
48	http://dbpedia.org/resource/Money_Train	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:American_films
49	http://dbpedia.org/resource/Money_Train	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:English-language_films
50	http://dbpedia.org/resource/Money_Train	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:1990s_crime_comedy_films
51	http://dbpedia.org/resource/Money_Train	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:1990s_heist_films
52	http://dbpedia.org/resource/Money_Train	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:American_heist_films
53	http://dbpedia.org/resource/Money_Train	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:American_police_detective_films
54	http://dbpedia.org/resource/Money_Train	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:Films_set_around_New_Year
55	http://dbpedia.org/resource/Money_Train	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:Films_with_screenplays_by_David_Loughery
56	http://dbpedia.org/resource/Money_Train	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:Films_set_on_the_New_York_City_Subway
57	http://dbpedia.org/resource/Money_Train	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:Films_directed_by_Joseph_Ruben
58	http://dbpedia.org/resource/Money_Train	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:1995_action_films
59	http://dbpedia.org/resource/Money_Train	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:1990s_buddy_comedy_films
60	http://dbpedia.org/resource/Money_Train	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:1990s_buddy_cop_films
61	http://dbpedia.org/resource/Money_Train	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:1995_comedy_films
62	http://dbpedia.org/resource/Money_Train	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:American_buddy_cop_films
228	http://dbpedia.org/resource/Money_Train	http://dbpedia.org/ontology/cinematography	http://dbpedia.org/resource/John_Lindley_(cinematographer)
229	http://dbpedia.org/resource/Money_Train	http://dbpedia.org/ontology/director	http://dbpedia.org/resource/Joseph_Ruben
231	http://dbpedia.org/resource/Money_Train	http://dbpedia.org/ontology/editing	http://dbpedia.org/resource/Bill_Pankow
232	http://dbpedia.org/resource/Money_Train	http://dbpedia.org/ontology/editing	http://dbpedia.org/resource/George_Bowers_(filmmaker)
233	http://dbpedia.org/resource/Money_Train	http://dbpedia.org/ontology/musicComposer	http://dbpedia.org/resource/Mark_Mancina
234	http://dbpedia.org/resource/Money_Train	http://dbpedia.org/ontology/producer	http://dbpedia.org/resource/Jon_Peters
235	http://dbpedia.org/resource/Money_Train	http://dbpedia.org/ontology/producer	http://dbpedia.org/resource/Neil_Canton
237	http://dbpedia.org/resource/Money_Train	http://dbpedia.org/ontology/starring	http://dbpedia.org/resource/Robert_Blake_(actor)
238	http://dbpedia.org/resource/Money_Train	http://dbpedia.org/ontology/starring	http://dbpedia.org/resource/Woody_Harrelson
239	http://dbpedia.org/resource/Money_Train	http://dbpedia.org/ontology/starring	http://dbpedia.org/resource/Chris_Cooper
240	http://dbpedia.org/resource/Money_Train	http://dbpedia.org/ontology/starring	http://dbpedia.org/resource/Wesley_Snipes
241	http://dbpedia.org/resource/Money_Train	http://dbpedia.org/ontology/starring	http://dbpedia.org/resource/Jennifer_Lopez
242	http://dbpedia.org/resource/Money_Train	http://dbpedia.org/ontology/writer	http://dbpedia.org/resource/Doug_Richardson
243	http://dbpedia.org/resource/Money_Train	http://dbpedia.org/ontology/writer	http://dbpedia.org/resource/David_Loughery
291	http://dbpedia.org/resource/Assassins_(1995_film)	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:Films_directed_by_Richard_Donner
292	http://dbpedia.org/resource/Assassins_(1995_film)	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:Films_scored_by_Mark_Mancina
293	http://dbpedia.org/resource/Assassins_(1995_film)	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:1990s_English-language_films
294	http://dbpedia.org/resource/Assassins_(1995_film)	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:1995_films
295	http://dbpedia.org/resource/Assassins_(1995_film)	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:American_action_thriller_films
296	http://dbpedia.org/resource/Assassins_(1995_film)	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:Warner_Bros._films
297	http://dbpedia.org/resource/Assassins_(1995_film)	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:American_films
298	http://dbpedia.org/resource/Assassins_(1995_film)	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:1990s_chase_films
299	http://dbpedia.org/resource/Assassins_(1995_film)	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:1995_action_thriller_films
300	http://dbpedia.org/resource/Assassins_(1995_film)	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:American_chase_films
301	http://dbpedia.org/resource/Assassins_(1995_film)	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:Films_about_contract_killing
302	http://dbpedia.org/resource/Assassins_(1995_film)	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:Films_produced_by_Joel_Silver
303	http://dbpedia.org/resource/Assassins_(1995_film)	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:Films_set_in_Seattle
304	http://dbpedia.org/resource/Assassins_(1995_film)	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:Films_shot_in_Washington_(state)
305	http://dbpedia.org/resource/Assassins_(1995_film)	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:Films_with_screenplays_by_The_Wachowskis
306	http://dbpedia.org/resource/Assassins_(1995_film)	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:Silver_Pictures_films
307	http://dbpedia.org/resource/Assassins_(1995_film)	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:Films_about_snipers
308	http://dbpedia.org/resource/Assassins_(1995_film)	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:Films_shot_in_Portland,_Oregon
309	http://dbpedia.org/resource/Assassins_(1995_film)	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:Films_with_screenplays_by_Brian_Helgeland
310	http://dbpedia.org/resource/Assassins_(1995_film)	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:Films_set_in_Puerto_Rico
311	http://dbpedia.org/resource/Assassins_(1995_film)	http://purl.org/dc/terms/subject	http://dbpedia.org/resource/Category:Day_of_the_Dead_films
463	http://dbpedia.org/resource/Assassins_(1995_film)	http://dbpedia.org/ontology/cinematography	http://dbpedia.org/resource/Vilmos_Zsigmond
