26865	http://dbpedia.org/resource/Category:Films_scored_by_Mark_Mancina
26866	http://dbpedia.org/resource/Category:1995_action_comedy_films
26867	http://dbpedia.org/resource/Category:African-American_comedy_films
26868	http://dbpedia.org/resource/Category:American_buddy_comedy_films
26869	http://dbpedia.org/resource/Category:American_crime_comedy_films
26870	http://dbpedia.org/resource/Category:Films_produced_by_Jon_Peters
26871	http://dbpedia.org/resource/Category:1990s_crime_comedy_films
26872	http://dbpedia.org/resource/Category:1990s_heist_films
26873	http://dbpedia.org/resource/Category:American_heist_films
26874	http://dbpedia.org/resource/Category:American_police_detective_films
26875	http://dbpedia.org/resource/Category:Films_set_around_New_Year
26876	http://dbpedia.org/resource/Category:Films_with_screenplays_by_David_Loughery
26877	http://dbpedia.org/resource/Category:1995_action_films
26878	http://dbpedia.org/resource/Category:1990s_buddy_comedy_films
26879	http://dbpedia.org/resource/Category:1990s_buddy_cop_films
26880	http://dbpedia.org/resource/Category:1995_comedy_films
26881	http://dbpedia.org/resource/Category:American_buddy_cop_films
26882	http://dbpedia.org/resource/Robert_Blake_(actor)
26883	http://dbpedia.org/resource/Category:1990s_English-language_films
26884	http://dbpedia.org/resource/Category:1990s_chase_films
26885	http://dbpedia.org/resource/Category:1995_action_thriller_films
26886	http://dbpedia.org/resource/Category:American_chase_films
26887	http://dbpedia.org/resource/Category:Films_produced_by_Joel_Silver
26888	http://dbpedia.org/resource/Category:Films_set_in_Seattle
26889	http://dbpedia.org/resource/Category:Films_with_screenplays_by_The_Wachowskis
26890	http://dbpedia.org/resource/Category:Films_shot_in_Portland,_Oregon
26891	http://dbpedia.org/resource/Category:Films_with_screenplays_by_Brian_Helgeland
26892	http://dbpedia.org/resource/Category:Films_set_in_Puerto_Rico
26893	http://dbpedia.org/resource/Category:Day_of_the_Dead_films
26894	http://dbpedia.org/resource/Category:1995_independent_films
26895	http://dbpedia.org/resource/Category:Films_with_screenplays_by_Ronald_Harwood
26896	http://dbpedia.org/resource/Category:1995_crime_drama_films
26897	http://dbpedia.org/resource/Category:Films_scored_by_John_Barry_(composer)
26898	http://dbpedia.org/resource/Category:South_African_crime_drama_films
26899	http://dbpedia.org/resource/Category:Films_based_on_South_African_novels
26900	http://dbpedia.org/resource/Category:South_African_independent_films
26901	http://dbpedia.org/resource/Paul_Gilpin
26902	http://dbpedia.org/resource/David_Heitner
26903	http://dbpedia.org/resource/Harry_Alan_Towers
26904	http://dbpedia.org/resource/Joshua_Sinclair
26905	http://dbpedia.org/resource/Alan_Paton
26906	http://dbpedia.org/resource/Category:Films_about_the_Federal_Bureau_of_Investigation
26907	http://dbpedia.org/resource/Category:1996_romantic_comedy_films
26908	http://dbpedia.org/resource/Category:Films_scored_by_Nick_Glennie-Smith
26909	http://dbpedia.org/resource/Category:Films_about_theft
26910	http://dbpedia.org/resource/Category:Films_directed_by_Bill_Bennett
26911	http://dbpedia.org/resource/Bill_Bennett_(director)
26912	http://dbpedia.org/resource/Bruce_Green
26913	http://dbpedia.org/resource/Morgan_Creek_Entertainment
26914	http://dbpedia.org/resource/Category:1996_directorial_debut_films
26915	http://dbpedia.org/resource/Eric_Schaeffer
26916	http://dbpedia.org/resource/Tony_Spiridakis
26917	http://dbpedia.org/resource/Category:Peabody_Award-winning_broadcasts
26918	http://dbpedia.org/resource/Category:1992_in_Christianity
