10005	7	13680
10005	7	13535
10005	7	20000
10005	7	13452
10005	7	13093
10005	7	20001
10005	7	20002
10005	7	17411
10005	7	16238
10005	7	17696
10005	7	20003
10005	7	20004
10005	7	20005
10005	2	17693
10005	2	20006
10005	4	20007
10005	9	20008
10005	38	20009
10005	5	20010
10005	3	20011
10005	31	20012
10005	31	20013
10005	31	20014
10005	31	20015
10005	31	20016
10006	7	15355
10006	7	13432
10006	7	20017
10006	7	15371
10006	7	13225
10006	7	20018
10006	7	20019
10006	7	20020
10006	2	20021
10006	4	20022
10006	38	20015
10007	7	20023
10007	7	20024
10007	7	14617
10007	7	15014
10007	7	13225
10007	7	15410
10007	7	20025
10007	7	20026
10007	2	15012
10007	4	20027
10007	4	20028
10007	5	15013
10008	7	20029
10008	7	20030
10008	7	16636
10008	7	20023
10008	7	20031
10008	7	20032
10008	7	13962
10008	7	14423
10008	2	20033
10008	4	20034
10008	5	13959
10009	7	20035
10009	7	16802
10009	7	14107
10009	7	14514
10009	7	15875
10009	7	20036
10009	7	20037
10009	2	20038
10009	4	13468
10009	5	13327
10011	7	20039
10011	7	13104
10011	7	13540
10011	7	16355
10011	7	20040
10011	7	13058
10011	7	14012
10011	7	20041
10011	2	20042
10011	4	13272
10011	9	20043
10011	6	9993
10011	5	13054
10020	7	20044
10020	7	20045
10020	7	20046
10020	7	20047
10020	7	13554
10020	7	20048
10020	7	15875
10020	2	20049
10020	4	20050
10020	5	13029
10606	7	15533
10606	7	20051
10606	7	16944
10606	7	20052
10606	7	20053
10606	7	20054
10606	7	16446
10606	7	13483
10606	7	20055
10606	7	20056
10606	7	20057
10606	7	20058
10606	7	13441
10606	7	13983
10606	7	13018
10606	7	20059
10606	7	16943
10606	7	16775
10606	2	14302
10606	4	20060
10606	5	13141
10024	7	20061
10024	7	20062
10024	2	20063
10024	4	13063
10024	38	20064
10024	3	20063
10024	8	20065
10025	7	20023
10025	7	20066
10025	7	13237
10025	7	20067
10025	2	20068
10025	4	13022
10025	5	15372
10025	3	20069
10026	7	20070
10026	7	20071
10026	7	20072
10026	7	20073
10026	7	20074
10026	7	20075
10026	7	20076
10026	2	13882
10026	2	20077
10026	4	20078
10026	5	20079
10026	31	20080
10027	7	20029
10027	7	20081
10027	7	20082
10027	7	20083
10027	7	13162
10027	7	20084
10027	2	18435
10027	4	13035
10027	5	20085
11563	7	20086
11563	7	20087
11563	7	17196
11563	7	13104
11563	7	20023
11563	7	14043
11563	7	13833
11563	7	20088
11563	7	13180
11563	7	20089
11563	7	13225
11563	7	14996
11563	7	17775
11563	7	20090
11563	7	13162
11563	7	20091
11563	7	13962
