20000	http://dbpedia.org/resource/Category:British_novels_adapted_into_films
20001	http://dbpedia.org/resource/Category:Novels_involved_in_plagiarism_controversies
20002	http://dbpedia.org/resource/Category:1906_children's_books
20003	http://dbpedia.org/resource/Category:Works_originally_published_in_The_London_Magazine
20004	http://dbpedia.org/resource/Category:1906_British_novels
20005	http://dbpedia.org/resource/Category:Novels_set_in_the_1900s
20006	Edith Nesbit
20007	Children's
20008	http://dbpedia.org/resource/C._E._Brock
20009	1906
20010	Wells, Gardner, Darton
20011	novel
20012	1957
20013	1968
20014	1970
20015	2000
20016	The Railway Children
20017	http://dbpedia.org/resource/Category:2000_American_novels
20018	http://dbpedia.org/resource/Category:2000_science_fiction_novels
20019	http://dbpedia.org/resource/Category:Fiction_set_in_2025
20020	http://dbpedia.org/resource/Category:Novels_by_T._C._Boyle
20021	http://dbpedia.org/resource/T._C._Boyle
20022	Eco-fiction
20023	http://dbpedia.org/resource/Category:American_novels_adapted_into_films
20024	http://dbpedia.org/resource/Category:American_novels_adapted_into_television_shows
20025	http://dbpedia.org/resource/Category:1937_American_novels
20026	http://dbpedia.org/resource/Category:Gabilan_Range
20027	http://dbpedia.org/resource/Slice_of_life
20028	http://dbpedia.org/resource/American_literary_regionalism
20029	http://dbpedia.org/resource/Category:Novels_set_in_ancient_Israel
20030	http://dbpedia.org/resource/Category:Novels_set_in_ancient_Rome
20031	http://dbpedia.org/resource/Category:1942_American_novels
20032	http://dbpedia.org/resource/Category:Crucifixion_of_Jesus
20033	http://dbpedia.org/resource/Lloyd_C._Douglas
20034	http://dbpedia.org/resource/Christian_novel
20035	http://dbpedia.org/resource/Category:1948_non-fiction_books
20036	http://dbpedia.org/resource/Category:Trappist_Order
20037	http://dbpedia.org/resource/Category:Cistercian_literature
20038	http://dbpedia.org/resource/Thomas_Merton
20039	http://dbpedia.org/resource/Category:1939_American_novels
20040	http://dbpedia.org/resource/Category:Novels_set_during_World_War_I
20041	http://dbpedia.org/resource/Category:1939_children's_books
20042	http://dbpedia.org/resource/Kate_Seredy
20043	Kate Seredy
20044	http://dbpedia.org/resource/Category:Autobiographies_adapted_into_films
20045	http://dbpedia.org/resource/Category:Club_Kids
20046	http://dbpedia.org/resource/Category:LGBT_autobiographies
20047	http://dbpedia.org/resource/Category:1999_non-fiction_books
20048	http://dbpedia.org/resource/Category:1990s_LGBT_literature
20049	http://dbpedia.org/resource/James_St._James
20050	http://dbpedia.org/resource/Nonfiction
20051	http://dbpedia.org/resource/Category:1912_German-language_novels
20052	http://dbpedia.org/resource/Category:German_LGBT_novels
20053	http://dbpedia.org/resource/Category:German_novels_adapted_into_plays
20054	http://dbpedia.org/resource/Category:Novellas_by_Thomas_Mann
20055	http://dbpedia.org/resource/Category:Novels_adapted_into_ballets
20056	http://dbpedia.org/resource/Category:Novels_adapted_into_operas
20057	http://dbpedia.org/resource/Category:German_novels_adapted_into_films
20058	http://dbpedia.org/resource/Category:Roman_à_clef_novels
20059	http://dbpedia.org/resource/Category:1910s_LGBT_novels
20060	Novella
20061	http://dbpedia.org/resource/Category:2002_Australian_novels
20062	http://dbpedia.org/resource/Category:Australian_fantasy_novels
20063	http://dbpedia.org/resource/Kate_Constable
20064	2002
20065	First edition
20066	http://dbpedia.org/resource/Category:1964_American_novels
20067	http://dbpedia.org/resource/Category:Travis_McGee_(novel_series)
20068	http://dbpedia.org/resource/John_D._MacDonald
20069	http://dbpedia.org/resource/Travis_McGee
20070	http://dbpedia.org/resource/Category:Saint_Patrick's_Day_fiction
20071	http://dbpedia.org/resource/Category:1914_short_story_collections
20072	http://dbpedia.org/resource/Category:20th-century_short_stories
20073	http://dbpedia.org/resource/Category:Dublin_(city)_in_fiction
20074	http://dbpedia.org/resource/Category:Irish_short_story_collections
20075	http://dbpedia.org/resource/Category:Modernist_short_stories
20076	http://dbpedia.org/resource/Category:Short_story_collections_by_James_Joyce
20077	James Joyce
20078	Short story
20079	Grant Richards Ltd., London
20080	Dubliners
20081	http://dbpedia.org/resource/Category:Cultural_depictions_of_Moses
