8406	9251	2
8853	9252	2
7530	9253	2
6620	9254	2
9005	9255	3
6172	9256	4
8225	9257	5
6380	9258	2
7501	9259	3
6207	9260	2
7950	9261	5
7449	9262	2
9140	9263	2
8258	9264	5
8820	9265	5
8882	9266	2
7973	9267	2
6342	9268	2
8449	9269	3
7634	9270	5
9156	9271	6
6135	9272	2
7851	9273	2
7428	9274	7
6618	9275	7
7561	9276	2
7552	9277	2
6459	9278	2
7082	9279	2
8703	9280	2
8653	9281	8
7287	9282	2
7420	9283	3
8637	9284	2
7278	9285	2
6087	9286	2
8089	9287	2
7621	9288	5
7550	9289	6
8411	9290	2
8788	9291	9
8898	9292	5
7026	9293	2
8531	9294	2
8505	9295	2
8660	9296	5
9235	9297	3
7180	9298	2
7334	9299	2
9029	9300	7
8242	9301	3
6994	9302	2
6317	9303	9
8138	9304	5
7348	9305	9
8547	9306	5
8284	9307	2
7248	9308	2
7785	9309	2
6755	9310	2
7141	9311	8
7542	9312	4
7647	9313	5
6178	9314	2
6054	9315	2
7743	9293	2
9119	9316	2
6766	9317	2
8559	9318	5
7787	9294	2
8886	9319	9
7847	9320	5
7546	9321	2
6394	9322	2
6076	9323	7
8366	9324	5
6529	9325	2
7103	9326	2
8526	9327	3
7492	9328	5
6386	9329	2
8219	9330	2
6435	9293	2
7596	9331	2
8794	9332	2
7788	9333	4
6599	9334	2
7575	9335	3
8925	9336	2
7235	9293	2
8769	9337	2
8427	9338	2
6824	9339	2
7253	9340	5
6875	9341	2
7127	9342	2
8145	9343	4
7231	9344	2
7636	9263	2
7042	9345	2
6637	9329	2
9236	9346	2
8459	9347	9
7003	9348	5
7929	9349	5
7679	9350	2
8935	9351	4
8751	9352	5
8018	9353	2
7315	9354	2
6059	9355	2
7831	9322	2
8556	9356	5
8597	9357	2
8358	9358	2
6041	9359	8
7575	9360	2
7227	9361	2
6515	9362	4
7592	9363	7
8489	9364	7
9248	9365	2
6288	9366	2
7447	9367	2
8362	9368	3
8428	9339	2
8027	9369	2
7275	9370	5
8277	9371	3
6297	9372	7
8021	9373	5
8214	9374	2
7886	9375	2
6882	9376	2
7612	9377	5
8873	9378	2
8052	9379	9
9137	9380	2
6260	9381	5
8017	9382	2
7034	9383	2
6469	9384	2
8290	9385	2
8571	9386	8
8222	9387	6
8868	9388	2
7619	9389	2
6473	9390	3
7540	9391	2
7694	9392	5
6822	9393	2
8139	9394	2
8733	9395	8
7074	9396	5
6936	9397	2
8752	9294	2
6161	9398	2
6444	9399	3
7159	9400	2
7815	9401	2
8096	9286	2
6094	9402	9
8695	9403	2
7808	9404	2
8836	9293	2
8362	9405	2
7869	9406	5
6831	9293	2
9035	9407	2
7638	9408	2
7055	9409	2
7380	9410	2
8123	9411	5
8085	9412	2
6323	9413	2
8190	9414	2
7633	9415	9
7636	9416	8
7434	9417	9
6821	9418	2
9115	9419	2
7331	9420	2
7508	9421	5
6921	9422	4
7025	9423	7
8539	9424	5
8521	9425	2
7709	9426	2
8943	9427	5
8844	9428	3
7246	9429	2
6928	9430	5
7035	9431	2
9163	9432	5
8024	9433	2
8747	9434	5
6229	9435	8
7297	9436	2
6616	9437	2
7975	9438	8
6728	9439	2
6220	9440	5
7562	9409	2
6824	9441	2
7295	9442	2
6721	9443	5
7585	9444	2
9081	9445	9
6161	9446	3
8462	9447	2
7643	9448	2
9155	9449	8
6274	9450	2
7755	9451	8
7970	9452	7
7592	9453	2
6410	9454	2
7137	9455	2
6253	9456	7
6226	9457	2
7685	9313	5
7509	9458	2
6989	9459	2
6153	9393	2
6593	9460	4
8410	9461	3
6348	9462	2
7739	9463	7
8404	9464	5
7399	9465	2
8307	9466	5
8357	9338	2
7541	9467	2
6087	9468	2
9102	9469	2
8282	9470	2
8586	9471	2
7369	9472	8
7102	9473	2
6433	9325	2
8439	9294	2
6168	9474	9
8774	9475	7
7771	9476	2
8793	9477	3
7147	9478	2
6594	9479	2
8906	9480	10
9065	9481	2
8212	9482	5
8150	9483	5
6734	9293	2
9098	9420	2
6563	9484	9
8357	9293	2
8941	9485	5
8173	9486	2
6931	9487	2
6635	9488	3
6832	9489	2
8805	9490	2
8075	9491	2
9123	9492	2
6114	9298	2
7120	9493	3
6518	9494	2
8945	9495	2
8067	9496	5
6771	9409	2
7563	9497	2
6931	9498	2
7439	9499	5
8826	9500	2
8689	9501	2
8429	9502	2
8346	9503	9
9058	9504	4
6941	9505	2
7783	9263	2
6137	9268	2
7370	9506	5
9131	9507	5
7402	9508	2
8641	9509	2
8876	9510	2
6508	9511	2
8672	9512	2
9224	9513	5
7298	9514	4
8616	9294	2
8848	9515	4
6605	9516	2
8732	9517	2
8550	9518	5
7679	9519	2
9174	9520	5
8909	9521	6
6968	9522	4
8787	9523	2
8324	9524	7
8052	9525	2
8581	9526	10
8748	9527	2
7725	9528	2
7761	9529	5
7931	9530	7
8714	9531	3
7581	9532	2
8515	9293	2
7127	9533	2
6056	9534	8
7564	9535	2
9111	9536	3
6320	9537	3
8875	9538	2
7010	9539	5
7479	9540	7
8827	9365	2
6475	9541	5
6060	9542	2
7713	9393	2
6902	9543	5
6063	9526	10
6205	9544	4
8984	9339	2
7898	9545	5
6993	9437	2
7369	9546	11
7947	9532	2
6978	9547	2
6597	9548	2
8823	9549	5
6915	9550	2
6959	9551	8
8750	9552	2
8665	9553	3
7704	9554	3
8918	9555	4
8973	9556	2
6599	9557	5
6450	9558	5
7275	9299	2
7741	9559	5
6439	9560	6
7938	9294	2
7571	9561	2
6716	9562	2
8303	9563	9
8078	9564	6
7673	9294	2
8602	9565	4
6852	9566	5
7637	9567	2
6232	9568	5
8422	9569	2
8136	9570	3
6789	9571	9
7411	9572	2
6886	9573	5
8596	9574	2
8002	9575	5
6773	9576	2
6818	9294	2
8551	9577	5
6667	9578	2
7496	9579	5
8399	9580	2
7983	9581	7
8714	9582	3
8813	9583	2
7247	9584	3
6491	9585	7
7132	9586	2
9074	9587	3
6907	9588	2
6207	9389	2
7145	9589	2
6771	9590	2
8643	9591	5
7054	9592	2
7600	9593	3
9041	9594	8
8490	9595	2
9244	9596	2
6402	9597	5
6871	9598	2
7009	9599	2
8555	9600	5
6984	9601	2
9130	9602	2
7394	9519	2
8142	9339	2
7713	9603	5
7849	9604	4
7705	9605	5
7218	9606	2
7887	9607	2
9170	9608	2
7319	9609	5
6836	9610	5
6273	9611	8
7144	9612	3
8169	9613	2
8133	9614	2
7239	9615	3
8540	9616	7
8141	9617	2
7783	9618	5
9026	9619	4
7134	9620	5
8684	9621	9
6790	9622	2
8960	9518	4
8566	9623	5
6864	9624	2
7978	9287	2
6812	9625	2
8097	9626	2
7537	9627	6
6600	9628	9
8324	9629	5
8302	9293	2
7848	9630	2
8521	9631	2
7744	9632	2
8311	9633	5
7964	9634	2
7783	9635	5
6609	9636	2
6800	9345	2
7101	9637	5
8622	9638	5
7075	9639	2
6090	9282	2
9235	9640	2
8186	9641	2
6164	9642	4
7009	9643	8
6955	9644	2
6484	9645	2
7379	9646	4
8404	9647	6
7176	9353	2
6504	9357	2
6522	9420	2
8945	9648	5
7991	9649	6
8999	9650	9
8509	9651	2
9004	9652	7
9131	9653	2
8964	9654	2
7578	9655	2
8569	9656	2
7273	9657	2
8713	9658	2
8861	9659	5
7713	9660	8
7891	9661	2
7861	9662	2
6336	9663	2
8311	9664	4
6922	9665	2
6486	9666	2
9062	9667	5
8057	9668	5
6525	9669	2
8679	9670	2
6418	9671	9
6555	9672	2
6709	9673	9
6266	9674	5
7113	9675	2
9062	9676	2
6505	9677	5
9058	9678	4
7887	9679	2
7104	9680	2
6524	9681	4
8118	9682	9
7193	9676	2
6285	9683	3
6165	9684	8
6827	9685	5
6913	9686	2
6464	9687	3
7005	9688	2
7211	9689	2
6647	9690	5
8245	9691	2
6420	9398	2
7450	9692	5
8617	9693	4
6195	9694	2
8994	9695	5
7219	9696	2
8683	9414	2
8966	9697	2
7165	9698	2
6048	9699	2
7916	9700	5
7103	9457	2
6751	9701	5
7106	9702	10
8110	9703	9
8619	9704	9
8348	9414	2
6845	9705	7
7844	9706	4
7878	9707	6
8105	9708	9
7578	9709	2
7750	9710	2
8516	9711	2
7038	9712	2
7016	9713	5
8195	9714	2
7969	9715	2
6230	9716	7
8839	9717	3
7025	9718	2
6276	9719	2
8830	9720	2
6604	9721	8
6822	9722	2
